Timestamp,Open,High,Low,Close,Volume
2012-01-01,4.64569725864124,4.64569725864124,4.64569725864124,4.64569725864124,10.0
2012-01-02,4.975,4.975,4.975,4.975,10.1
2012-01-03,5.0855,5.0855,5.0855,5.0855,107.08528092
2012-01-04,5.17025,5.170395833333333,5.17025,5.170395833333333,107.23326023000001
2012-01-05,5.954291666666667,5.954361111111112,5.954291666666667,5.954361111111112,70.32874237
2012-01-06,6.620236111111112,6.620333333333334,6.620236111111112,6.620333333333334,55.8558336
2012-01-07,6.047777777777777,6.047777777777777,6.047777777777777,6.047777777777777,2.79585799
2012-01-08,6.819444444444445,6.819444444444445,6.819444444444445,6.819444444444445,4.0
2012-01-09,6.816513888888889,6.816513888888889,6.816451388888889,6.816451388888889,64.8693229
2012-01-10,6.385722222222222,6.385722222222222,6.385722222222222,6.385722222222222,60.69194096
2012-01-11,7.030256944444444,7.030333333333333,7.030256944444444,7.030333333333333,93.32697324
2012-01-12,6.97925,6.97925,6.97925,6.97925,98.93163181
2012-01-13,6.707305555555556,6.707645833333333,6.706680555555556,6.707118055555555,33.62682051
2012-01-14,6.492305555555555,6.492305555555555,6.492236111111111,6.492236111111111,27.94332433
2012-01-15,6.61107638888889,6.61107638888889,6.61107638888889,6.61107638888889,20.9353007
2012-01-16,7.071527777777778,7.071527777777778,7.071527777777778,7.071527777777778,12.64929577
2012-01-17,7.005972222222223,7.005972222222223,7.005972222222223,7.005972222222223,11.246376810000001
2012-01-18,6.458416666666666,6.458611111111111,6.458152777777777,6.458347222222223,202.71440055
2012-01-19,6.5343888888888895,6.5343888888888895,6.5343888888888895,6.5343888888888895,158.46598447
2012-01-20,6.475083333333334,6.475083333333334,6.475083333333334,6.475083333333334,184.07583311
2012-01-21,6.95,6.95,6.95,6.95,0.0
2012-01-22,6.582361111111111,6.582361111111111,6.582361111111111,6.582361111111111,162.03488544
2012-01-23,6.602854166666667,6.602854166666667,6.602854166666667,6.602854166666667,95.57062909
2012-01-24,6.500354166666667,6.500354166666667,6.500354166666667,6.500354166666667,85.44624147
