Date,BTC_Bought,Price,Total_Invested,Total_BTC,Total_Value
2022-01-27,0.0027378389578313336,36525.1578125,100,0.0027378389578313336,100.0
2022-02-10,0.0022498520866384183,44447.36638194445,200,0.0049876910444697515,221.68973125349024
2022-02-24,0.002774079953815021,36047.987680555554,300,0.007761770998284772,279.79622532546284
2022-03-10,0.0024897713949377388,40164.33002777778,400,0.01025154239322251,411.7463319751438
2022-03-24,0.002319988363879251,43103.664465277776,500,0.012571530757101762,541.8790435690338
2022-04-07,0.0022991361054679744,43494.59771527778,600,0.014870666862569737,646.7936729453827
2022-04-21,0.00239063578599303,41829.87663194445,700,0.01726130264856277,722.0381602960366
2022-05-05,0.0025654683329224097,38979.23771527778,800,0.01982677098148518,772.8324192136821
2022-05-19,0.0034073136602549717,29348.633548611117,900,0.02323408464174015,681.8886359878452
2022-06-02,0.003342262341914124,29919.853611111117,1000,0.026576346983654273,795.1604112690303
2022-06-16,0.004613431695037538,21675.83842361111,1100,0.031189778678691812,676.0646031075145
2022-06-30,0.005115869700550912,19547.0185625,1200,0.03630564837924272,709.6671827926556
2022-07-14,0.0049852599175574195,20059.134659722225,1300,0.04129090829680014,828.2598897477557
2022-07-28,0.004323571955288866,23129.02411111111,1400,0.04561448025208901,1055.0184135663683
2022-08-11,0.004108394628536504,24340.40763888889,1500,0.04972287488062551,1210.2750435718938
2022-08-25,0.004629068855084685,21602.616666666665,1600,0.054351943735710194,1174.144205610782
2022-09-08,0.00519334948320763,19255.39583333333,1700,0.05954529321891783,1146.5681909421617
2022-09-22,0.0053018214665375716,18861.442361111112,1800,0.0648471146854554,1223.1101159240789
2022-10-06,0.004956870237639588,20174.02013888889,1900,0.06980398492309499,1408.2269976132147
2022-10-20,0.005223996442168201,19142.432638888888,2000,0.07502798136526319,1436.2180793163614
2022-11-03,0.004939943664059132,20243.14583333333,2100,0.07996792502932232,1618.802368357638
2022-11-17,0.006033402929753425,16574.394444444446,2200,0.08600132795907574,1425.4199323397497
2022-12-01,0.005852467583222699,17086.80972222222,2300,0.09185379554229844,1569.4883266951572
2022-12-15,0.005658546115952333,17672.384027777778,2400,0.09751234165825078,1723.2755492324807
2022-12-29,0.006034005391635235,16572.739583333332,2500,0.10354634704988601,1716.0466444632164
2023-01-12,0.005532770870822018,18074.12638888889,2600,0.10907911792070803,1971.509763687392
2023-01-26,0.0043351774997785,23067.10625,2700,0.11341429542048653,2616.139602733251
2023-02-09,0.004398586196650037,22734.577777777777,2800,0.11781288161713657,2678.4261203489173
2023-02-23,0.004144826692131253,24126.46111111111,2900,0.12195770830926783,2942.4079067237826
2023-03-09,0.00460455932592577,21717.60486111111,3000,0.1265622676351936,2748.6293188273257
2023-03-23,0.0036139065835765964,27670.886805555558,3100,0.1301761742187702,3602.09018158787
2023-04-06,0.0035654758538547103,28046.74722222222,3200,0.13374165007262492,3751.0182526698095
2023-04-20,0.003470499859468856,28814.293055555558,3300,0.13721214993209377,3953.6710989261774
2023-05-04,0.0034484557168714403,28998.4875,3400,0.1406606056489652,4078.944814653947
2023-05-18,0.0036707390882755905,27242.47013888889,3500,0.1443313447372408,3931.9423491099606
2023-06-01,0.0037101449275362317,26953.125,3600,0.14804148966477704,3990.1807761209434
2023-06-15,0.003994340906566708,25035.419444444444,3700,0.15203583057134373,3806.2807889380797
2023-06-29,0.0032942885409682986,30355.568055555555,3800,0.15533011911231204,4715.134001791339
